Version,Model,Transmission,Fuel,City,Road,Average
EX 2WD 5PTS 2.4L 4CIL 177HP AUT,2012,AUT,Gasolina,11.2,16.6,13.12
WAGON 4X2 5PTS 2.5L 4CIL 161HP AUT,2012,AUT,Gasolina,11.2,17,13.23
X 5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,11.2,15.8,12.89
XS 5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,11.2,15.8,12.89
XSL 5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,11.2,15.8,12.89
EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT,2013,AUT,Gasolina,11.2,16.6,13.12
LX 2WD 5PTS 2.4L 4CIL 177HP AUT,2013,AUT,Gasolina,11.2,16.6,13.12
EX-L 2WD 5PTS 2.4L 4CIL 177HP AUT,2013,AUT,Gasolina,11.2,16.6,13.12
EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT,2014,AUT,Gasolina,11.2,16.6,13.12
LX 2WD 5PTS 2.4L 4CIL 177HP AUT,2014,AUT,Gasolina,11.2,16.6,13.12
EX 2WD 5PTS 2.4L 4CIL 177HP AUT,2014,AUT,Gasolina,11.2,16.6,13.12
FWD 5PTS 2.0L 4CIL 306HP AUT TURBO,2016,AUT,Gasolina,11.2,17,13.23
xDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT,2017,AUT,Gasolina,11.2,14.9,14
LTZ 5PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,11.13,18.21,13.49
LTZ 5PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,11.13,18.21,13.49
LTZ 5PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,11.13,18.21,13.49
sDrive 20iA 5PTS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,11.11,16.39,14.38
GP 5PTS 2.0L 4CIL 200HP TIP TURBO FSI,2015,TIPTRONIC,Gasolina,11.1,18.1,13.44
GP 5PTS 2.0L 4CIL 200HP TIPTRONIC FSI TURBO,2016,TIPTRONIC,Gasolina,11.1,17.9,13.39
i SPORT WAGON 2WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2017,AUT,Gasolina,11.1,15.7,12.79
sDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,11.1,16.4,14.38
4X2 5PTS 3.5L 6CIL 260HP CVT,2014,CVT,Gasolina,11,16.1,12.83
PASAJEROS CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,11,14.5,13.72
PASAJEROS LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,11,14.5,13.72
VAN CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,11,14.5,13.72
VAN LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,11,14.5,13.72
CHASIS CAB REGULAR FWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,11,14.5,13.72
AWD 5PTS 2.4L 4CIL 190HP AUT,2015,AUT,Gasolina,11,7.9,10.67
4X2 5PTS 3.5L 6CIL 260HP CVT,2015,CVT,Gasolina,11,16.1,12.83
AWD 5PTS 2.4L 4CIL 190HP AUT,2016,AUT,Gasolina,11,7.9,10.67
4X2 5PTS 3.5L 6CIL 260HP CVT,2016,CVT,Gasolina,11,16.1,12.83
i GRAND TOURING WAGON 4WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2016,AUT,Gasolina,11,15.3,12.59
4x2 5PTS 2.4L 4CIL 165HP AUT,2011,AUT,Gasolina,10.96,14.86,12.43
5PTS 1.3L 4CIL 87HP MAN,2013,MAN,Gasolina,10.96,16.75,14.37
5PTS 1.3L 4CIL 87HP MAN,2014,MAN,Gasolina,10.96,16.75,12.98
LS 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,10.92,18.66,13.42
LS 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,10.92,18.66,14.82
PASAJEROS CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,10.9,13.7,13.38
PASAJEROS LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,10.9,13.7,13.38
VAN CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,10.9,13.7,13.38
VAN LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,10.9,13.7,13.38
CHASIS CABINA REGULAR 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,10.9,13.7,13.38
XDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,10.9,15.9,14.08
2WD 5PTS 2.4L 4CIL 164HP AUT,2011,AUT,Gasolina,10.89,15.26,12.5
2WD 5PTS 2.4L 4CIL 164HP AUT,2012,AUT,Gasolina,10.89,15.26,12.5
2WD 5PTS 2.4L 4CIL 163HP AUT,2013,AUT,Gasolina,10.89,15.26,12.5
2WD 5PTS 2.4L 4CIL 163HP AUT,2014,AUT,Gasolina,10.89,15.26,12.5
5PTAS 2.0L 4CIL 240HP TURBO AUT,2017,AUT,Gasolina,10.82,16.76,12.87
i GRAND TOURING WAGON 4WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2017,AUT,Gasolina,10.8,15,12.36
XDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT,2017,AUT,Gasolina,10.8,15.9,14.01
5PTS 2.4L 4CIL 168HP AUT,2011,AUT,Gasolina,10.76,16.33,12.71
5PTS 2.4L 4CIL 168HP CVT,2012,CVT,Gasolina,10.76,16.33,12.71
5PTS 2.4L 4CIL 168HP CVT,2013,CVT,Gasolina,10.76,16.33,12.71
5PTAS 2.4L 4CIL 172HP AUT,2011,AUT,Gasolina,10.75,12.2,11.36
5PTS 2.4L 4CIL 172HP AUT,2012,AUT,Gasolina,10.75,12.2,11.36
4X4 5PTS 3.0L 6CIL 240HP S TRONIC QUATTRO TURBO DIESEL,2012,S TRONIC,Diesel,10.75,14.92,13.68
5PTS 2.4L 4CIL 172HP AUT,2013,AUT,Gasolina,10.75,12.2,11.36
xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,10.75,15.87,13.96
AWD 5PTAS 2.0L 4CIL 252HP AUT TURBO,2017,AUT,Gasolina,10.71,15.35,12.4
ES 5PTS 2.4L 4CIL 165HP CVT,2015,CVT,Gasolina,10.7,16.3,14.04
5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,2015,TIPTRONIC,Diesel,10.7,16.2,14.02
HIBRIDA 5PTAS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2017,TIPT,Gasolina,10.7,14.1,12
5PTS 3.0L 6CIL 240HP S TRONIC TURBO DIESEL QUATTRO,2011,S TRONIC,Diesel,10.64,14.71,13.53
4PTS 1.9L 4CIL 100HP MAN DIESEL,2011,MAN,Diesel,10.6,14.6,13.47
5PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2013,MAN,Diesel,10.6,14.6,13.47
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,2015,TIPTRONIC,Gasolina,10.6,14.5,12.06
GP 5PTS 2.0L 4CIL 200HP TIPTRONIC FSI 4MOTION TURBO,2016,TIPTRONIC,Gasolina,10.6,14.5,12.06
5PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2014,MAN,Diesel,10.6,14.6,13.47
GP 5PTAS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,2017,TIPT,Gasolina,10.6,14.5,12.06
FWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,10.54,16.71,12.64
5PTS 2.0L 4CIL 170HP STRONIC FSI QUATTRO TURBO,2014,S TRONIC,Gasolina,10.53,16.39,12.55
PASAJEROS 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,10.53,16.39,13.93
CARGO VAN 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,10.53,16.39,13.93
CHASIS CABINA 2PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,10.53,16.39,13.93
CHASIS 2PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2012,MAN,Diesel,10.53,16.39,13.93
COMBI 3PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2012,MAN,Diesel,10.53,16.39,13.93
PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2012,MAN,Diesel,10.53,16.39,13.93
CHASIS 2PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,10.53,16.39,13.93
COMBI 3PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,10.53,16.39,13.93
PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,10.53,16.39,13.93
LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT,2015,AUT,Gasolina,10.52,12.65,12.75
4/5PTS 2.2L 4CIL 150HP MAN TURBO DIESEL,2012,MAN,Diesel,10.52,14.92,13.51
3PTS 2.2L 4CIL 150HP MAN TURBO DIESEL,2015,MAN,Diesel,10.52,14.92,13.51
FWD 5PTAS 2.0L 4CIL 245HP AUT TURBO ECOBOOST,2017,AUT,Gasolina,10.51,16.54,12.57
5PTAS 2.0L 4CIL 245HP ECOBOOST AUT,2018,AUT,Gasolina,10.51,16.54,12.57
5PTAS 2.4L 4CIL 172HP MAN,2011,MAN,Gasolina,10.5,12.67,11.38
5PTS 2.4L 4CIL 172HP MAN,2012,MAN,Gasolina,10.5,12.67,11.38
5PTS 2.4L 4CIL 172HP MAN,2013,MAN,Gasolina,10.5,12.67,11.38
3.6R AWD 5PTS 3.6L 6CIL 256HP CVT,2015,CVT,Gasolina,10.5,16.2,12.48
3.6R LIMITED AWD 5PTS 3.6L 6CIL 256HP CVT,2016,CVT,Gasolina,10.5,16.2,12.48
5PTAS 2.0L 4CIL 230 HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,Gasolina,10.5,14.5,11.99
5PTAS 2.0L 4CIL 230 HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,Gasolina,10.5,14.5,11.99
SPORT 4X2 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.48,14.47,11.96
LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.48,14.47,11.96
LIMITED 4X2 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.48,14.47,11.96
LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.48,14.47,11.96
SPORT 4X2 5PTAS 2.4L 4CIL 172HP AUT,2016,AUT,Gasolina,10.48,14.47,11.96
5PTAS 2.0L 4CIL 150HP AUT,2018,AUT,Gasolina,10.43,13.07,12.84
311 5PTAS 2.1L 4CIL 116HP TURBO MAN DIÉSEL,2018,MAN,Diesel,10.43,13.07,12.84
BERLINA 1.6L 4CIL 118HP MAN,2011,MAN,Gasolina,10.41,16.66,13.91
BERLINA 5PTS 1.6L 4CIL 118HP MAN,2012,MAN,Gasolina,10.41,16.66,13.91
4X2 5PTS 3.5L 6CIL 260HP CVT,2013,CVT,Gasolina,10.4,15.69,12.26
4X2 5PTS 2.4L 4CIL 172HP AUT,2015,AUT,Gasolina,10.4,14.4,13.26
5PTS 3.0L 6CIL 272HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,10.4,15,12.07
5PTS 3.0L 6CIL 272HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,Gasolina,10.4,14.9,12.04
5PTAS 2.0L 4CIL 252HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,Gasolina,10.4,16,12.34
5PTAS 3.0L 6CIL 272HP TIP FSI QUATTRO TURBO,2017,TIPT,Gasolina,10.4,15,12.07
5PTAS 2.0L 4CIL 252HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,Gasolina,10.4,16,12.34
LT 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,10.4,17.61,12.75
LTZ 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,10.4,17.61,12.75
PREMIER 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,10.4,17.61,14.13
LT 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,10.4,17.61,14.13
5PTS 3.0L 6CIL 272HP TIPTRONIC QUATTRO FSI TURBO,2013,TIPTRONIC,Gasolina,10.39,14.91,12.03
S HÍBRIDO 4X4 5PTS 3.0L 6CIL 380HP TIP QUATTRO,2012,TIP,Gasolina,10.38,12.66,12.66
HIBRIDA 4X4 5PTS 3.0L 6CIL 333HP TIP 4MOTION,2012,TIP,Gasolina,10.38,12.66,12.66
HIBRIDA 5PTS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2013,TIPTRONIC,Gasolina,10.38,12.66,11.3
5PTS 2.4L 4CIL 173HP AUT,2011,AUT,Gasolina,10.32,15.64,12.19
S HÍBRIDO 5PTS 3.0L 6CIL 333(+47)HP TIP QUATTRO,2013,TIP,Gasolina,10.32,12.66,11.26
4PTS 2.0L 4CIL 145HP MAN,2011,M5,Gasolina,10.3,14.4,13.19
EX 4WD 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,10.3,14.5,11.84
EX-L 4WD 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,10.3,14.5,11.84
LX 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,10.3,14.5,11.84
EX 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,10.3,14.5,11.84
EX-L 5PTS 2.4L 4CIL 175HP AUT,2011,AUT,Gasolina,10.3,14.5,11.84
5PTS 2.0L 4CIL 145HP MAN,2012,MAN,Gasolina,10.3,14.4,13.19
4X4 5PTS 3.5L 6CIL 260HP CVT,2014,CVT,Gasolina,10.3,17.8,12.71
S HÍBRIDO 5PTS 3.0L 6CIL 333(+47)HP TIP TRACCION INTEGRAL,2014,TIPTRONIC,Gasolina,10.3,12.65,12.61
4X4 5PTS 3.5L 6CIL 260HP CVT,2015,CVT,Gasolina,10.3,17.8,12.71
4X4 5PTS 3.5L 6CIL 260HP CVT,2016,CVT,Gasolina,10.3,17.8,12.71
4X2 5PTAS 2.4L 4CIL 163HP AUT,2016,AUT,Gasolina,10.3,14.7,11.9
4X2 5PTAS 2.4L 4CIL 163HP AUT,2015,AUT,Gasolina,10.3,14.7,11.9
4X2 5PTAS 2.4L 4CIL 163HP AUT,2017,AUT,Gasolina,10.3,14.7,11.9
4X4 5PTS 3.5L 6CIL 260HP CVT,2013,CVT,Gasolina,10.27,17.83,12.69
5PTAS 2.0L 4CIL 240HP AUT TURBO,2017,AUT,Gasolina,10.24,15.3,12.03
4PTS 3.0L 6CIL 240HP AUT,2011,AUT,Gasolina,10.2,14.8,11.86
4X2 4PTS 3.0L 6CIL 240HP AUT,2011,AUT,Gasolina,10.2,14.8,11.86
4X4 4PTS 3.0L 6CIL 240HP AUT,2011,AUT,Gasolina,10.2,14.8,11.86
5PTS 3.0L 6CIL 240HP AUT,2012,AUT,Gasolina,10.2,14.8,11.86
5PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2013,MAN,Diesel,10.2,14.6,13.18
SE 5PTS 2.4 4CIL 173HP AUT,2014,AUT,Gasolina,10.2,14.6,11.8
SXT 5PTS 2.4 4CIL 173HP AUT (5 PASAJEROS),2014,AUT,Gasolina,10.2,14.6,11.8
SXT 5PTS 2.4 4CIL 173HP AUT (7 PASAJEROS),2014,AUT,Gasolina,10.2,14.6,11.8
CROSSROAD 5PTS 2.4 4CIL 173HP AUT,2014,AUT,Gasolina,10.2,14.6,11.8
5PTS 2.4L 4CIL 190HP AUT,2015,AUT,Gasolina,10.2,7.3,9.94
5PTS 2.4 4CIL 173HP AUT,2015,AUT,Gasolina,10.2,14.6,13.18
5PTS 2.4L 4CIL 190HP AUT,2016,AUT,Gasolina,10.2,7.3,9.94
SE 5PTAS 2.4L 4CIL 173HP AUT,2016,AUT,Gasolina,10.2,14.6,11.8
GP 5PTAS 2.0L 4CIL 200HP TIP TURBO FSI,2017,TIPT,Gasolina,10.2,14.9,11.89
SPORT 5PTS 2.4L 4CIL 182HP AUT,2013,AUT,Gasolina,10.18,17.35,12.51
5PTS 2.4L 4CIL 182HP AUT,2011,AUT,Gasolina,10.18,17.35,12.51
5PTS 2.4 4CIL 173HP AUT,2012,AUT,Gasolina,10.18,14.57,11.78
5PTS 2.4 4CIL 173HP AUT,2013,AUT,Gasolina,10.18,14.57,11.78
LATITUDE 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.11,14.28,11.64
LIMITED 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.11,14.28,11.64
LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT,2014,AUT,Gasolina,10.11,14.28,11.64
LATITUDE 4X2 5PTAS 2.4L 4CIL 172HP AUT,2016,AUT,Gasolina,10.11,14.28,11.64
5PTS 2.4L 4CIL 169HP AUT,2011,AUT,Gasolina,10.1,16.69,12.28
XT 5PTS 2.5L 4CIL 224HP AUT TURBO,2012,AUT,Gasolina,10.1,13.9,11.52
5PTAS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,2016,TIPT,Gasolina,10.1,14.7,11.76
5PTAS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,2017,TIPT,Gasolina,10.1,14.7,11.76
FWD 5PTAS 3.3L 6CIL 290HP AUT,2017,AUT,Gasolina,10.06,15.4,11.92
FWD 5PTAS 3.3L 6CIL 290HP AUT,2018,AUT,Gasolina,10.06,15.4,11.92
SPORT 5PTS 2.4L 4CIL 182HP AUT,2014,AUT,Gasolina,10.02,17.09,12.31
SPORT 5PTS 2.4L 4CIL 182HP AUT,2015,AUT,Gasolina,10.02,17.09,12.31
FWD 5PTS 2.5L 4CIL 184HP AUT,2014,AUT,Gasolina,10,17.4,13.75
WAGON FWD 5PTS 2.5L 4CIL 184HP AUT,2015,AUT,Gasolina,10,17.4,13.75
4X4 5PTAS 2.4L 4CIL 163HP AUT,2016,AUT,Gasolina,10,13.8,11.41
4X4 5PTAS 2.4L 4CIL 163HP AUT,2015,AUT,Gasolina,10,13.8,11.41
4X4 5PTAS 2.4L 4CIL 163HP AUT,2017,AUT,Gasolina,10,13.8,11.41
EX 2WD 5PTAS 2.4L 4CIL 184HP CVT,2017,,Gasolina,10,16.6,13.56
4WD 5PTS 2.4L 4CIL 166HP AUT,2011,AUT,Gasolina,9.95,13.73,11.36
4WD 5PTS 2.4L 4CIL 164HP AUT,2012,AUT,Gasolina,9.95,13.73,11.36
4WD 5PTS 2.4L 4CIL 163HP AUT,2013,AUT,Gasolina,9.95,13.73,11.36
4WD 5PTS 2.4L 4CIL 163HP AUT,2014,AUT,Gasolina,9.95,13.73,11.36
5PTS 3.5L 6CIL 285HP AUT,2014,AUT,Gasolina,9.92,15.95,11.96
SPORT 5PTS 2.4L 4CIL 184HP AUT,2014,AUT,Gasolina,9.92,14.98,11.7
LATITUDE 5PTS 2.4L 4CIL 184HP AUT,2014,AUT,Gasolina,9.92,14.98,11.7
LIMITED 5PTS 2.4L 4CIL 184HP AUT,2014,AUT,Gasolina,9.92,14.98,11.7
4X2 5PTAS 2.4L 4CIL 184HP AUT,2016,AUT,Gasolina,9.92,14.98,11.7
5PTS 2.0L 4CIL 200HP TIP TFSI TURBO,2011,TIP,Gasolina,9.91,16.29,12.03
5PTS 2.0L 4CIL 200HP TIP TFSI TURBO QUATRO,2011,TIP,Gasolina,9.91,16.29,12.03
GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO,2012,TIP,Gasolina,9.91,16.29,12.03
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO,2012,TIP,Gasolina,9.91,16.29,12.03
GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO,2013,TIPTRONIC,Gasolina,9.91,16.29,12.03
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO,2013,TIPTRONIC,Gasolina,9.91,16.29,12.03
SPORT 5PTS 3.7L 6CIL 305HP AUT,2011,AUT,Gasolina,9.9,15.2,11.74
SPORT 5PTS 3.7L 6CIL 305HP AUT,2012,AUT,Gasolina,9.9,15.2,11.74
SPORT 5PTS 3.7L 6CIL 305HP AUT,2013,AUT,Gasolina,9.9,15.2,11.74
LIMITED 5PTS 2.4L 4CIL 184HP AUT,2015,AUT,Gasolina,9.9,14.9,13.04
GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO,2014,TIPTRONIC,Gasolina,9.9,16.13,11.98
GP 5PTS 2.0L 4CIL 200HP TIP TURBO,2014,TIPTRONIC,Gasolina,9.9,16.13,11.98
5PTS 2.5L 4CIL 168HP AUT,2013,AUT,Gasolina,9.8,11.9,12
4WD 5PTS 2.5L 4CIL 184HP AUT,2014,AUT,Gasolina,9.8,15.9,13.22
5PTS 2.0L 4CIL 180HP AUT TURBO DIESEL,2013,AUT,Diesel,9.8,14.5,12.85
WAGON 4WD 5PTS 2.5L 4CIL 184HP AUT,2015,AUT,Gasolina,9.8,15.9,13.22
4X4 5PTAS 2.3L 4CIL 275HP AUT TURBO,2017,AUT,Gasolina,9.79,15.36,11.7
FWD 5PTAS 3.3L 6CIL 290HP AUT,2016,AUT,Gasolina,9.77,15.81,11.8
FWD 5PTAS 3.3L 6CIL 290HP AUT,2017,AUT,Gasolina,9.77,15.81,11.8
FWD 5PTAS 3.3L 6CIL 290HP AUT,2018,AUT,Gasolina,9.77,15.81,11.8
5PTS 2.0L 4CIL 240HP AUT TURBO,2016,AUT,Gasolina,9.72,15.26,11.62
5PTS 3.5L 6CIL 285HP AUT,2011,AUT,Gasolina,9.7,15.2,11.59
5PTS 3.5L 6CIL 285HP AUT,2012,AUT,Gasolina,9.7,15.2,11.59
5PTS 2.0L 4CIL 240HP AUT,2013,AUT,Gasolina,9.7,15.2,11.59
5PTS 3.5L 6CIL 285HP AUT,2013,AUT,Gasolina,9.7,15.2,11.59
CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,9.7,14.1,12.65
AWD 5PTS 2.3L 4CIL 275HP AUT TURBO,2016,AUT,Gasolina,9.7,15.7,13.09
EX-L 4WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,9.7,15.6,13.06
EX-L 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,9.7,15.6,13.06
LX 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,9.7,15.6,13.06
EXi STYLE 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,9.7,15.6,13.06
5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,Gasolina,9.7,14.4,11.37
5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,Gasolina,9.7,14.4,11.37
5PTS 3.0L 6CIL 265HP AUT,2011,AUT,Gasolina,9.65,14.67,11.41
5PTS 3.6L 6CIL 308HP AUT,2013,AUT,Gasolina,9.65,14.67,11.41
315 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL,2018,MAN,Diesel,9.64,11.93,11.91
CHASIS 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,Diesel,9.63,15.36,12.94
PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,Diesel,9.63,15.36,12.94
VAN 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,Diesel,9.63,15.36,12.94
CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,9.63,15.36,12.94
CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,9.63,15.36,12.94
PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,9.63,15.36,12.94
PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,9.63,15.36,12.94
VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,9.63,15.36,12.94
VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,9.63,15.36,12.94
4PTS 2.0L 4CIL 145HP AUT,2011,AUT,Gasolina,9.6,13.2,12.3
4X2 5PTS 2.3L 4CIL 244HP AUT,2011,AUT,Gasolina,9.6,14.5,11.32
4X2 5PTS 3.5L 6CIL 235HP CVT,2011,CVT,Gasolina,9.6,13.8,11.12
4X2 5PTS 3.5L 6CIL 235HP CVT,2012,CVT,Gasolina,9.6,13.8,11.12
5PTS 2.0L 4CIL 145HP AUT,2012,AUT,Gasolina,9.6,13.2,12.3
WAGON 4X2 5PTS 2.3L 4CIL 244HP AUT TURBO,2012,AUT,Gasolina,9.6,14.5,11.32
2WD 5PTS 3.5L 6CIL 235HP CVT,2013,CVT,Gasolina,9.6,13.8,11.12
4X2 5PTS 3.5L 6CIL 265HP CVT,2013,CVT,Gasolina,9.6,14.5,11.32
4X4 5PTS 3.5L 6CIL 265HP CVT,2013,CVT,Gasolina,9.6,13.6,11.06
2WD 5PTS 3.5L 6CIL 235HP CVT,2014,CVT,Gasolina,9.6,13.8,11.12
5PTS 2.0L 4CIL 138HP AUT TURBO DIESEL,2013,AUT,Diesel,9.6,13.6,12.43
5PTS 2.0L 4CIL 138HP DSG TURBO DIESEL,2013,DSG,Diesel,9.6,13.6,12.43
5PTS 3.0L 6CIL 354HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,9.6,14.8,11.4
5PTS 3.0L 6CIL 354HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,Gasolina,9.6,14.6,11.35
5PTAS 3.0L 6CIL 354HP TIP QUATTRO FSI TURBO,2017,TIPT,Gasolina,9.6,14.8,11.4
AWD 5PTS 3.5L 6CIL 235HP CVT,2011,CVT,Gasolina,9.5,13.5,10.96
AWD 5PTS 3.5L 6CIL 235HP CVT,2012,CVT,Gasolina,9.5,13.5,10.96
AWD 5PTS 3.5L 6CIL 235HP CVT,2013,CVT,Gasolina,9.5,13.5,10.96
AWD 5PTS 3.5L 6CIL 235HP CVT,2014,CVT,Gasolina,9.5,13.5,10.96
2WD 5PTS 3.5L 6CIL 290HP AUT,2015,AUT,Gasolina,9.5,15.1,11.4
SLT AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,9.44,14.84,11.29
DENALI AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,9.44,14.84,11.29
5PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,9.43,13.33,12.22
4X4 5PTS 2.0L 4CIL 211HP S TRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,9.43,13.33,12.22
XDRIVE 35iA 4X4 5PTAS 3.0L 6CIL 306HP BITURBO AUT,2017,AUT,Gasolina,9.4,14.5,12.53
5PTS 3.5L 6CIL 280HP AUT,2016,AUT,Gasolina,9.39,16.01,11.54
