Version,Model,Transmission,Fuel,City,Road,Average
COUPE 2PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,12.5,18.87,16.13
SEDAN 4PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,12.5,18.87,16.13
COUPÉ 2PTS 2.0L 4CIL 211HP STRONIC FRONT TURBO,2013,STRONIC,Gasolina,12.47,21.86,15.46
ROADSTER 2PTS 2.0L 4CIL 211HP STRONIC FRONT TURBO,2013,STRONIC,Gasolina,12.47,21.86,15.46
EXCLUSIVE 4PTS 3.5L 6CIL 300HP CVT,2016,CVT,Gasolina,12.47,19.47,16.27
2.0i SPORT AWD 5PTS 2.0L 4CIL 148HP MAN,2015,MAN,Gasolina,12.46,18.28,14.54
2.0i PREMIUM AWD 5PTS 2.0L 4CIL 148HP MAN,2016,MAN,Gasolina,12.46,18.28,14.54
COUPE 2PTAS 1.7L 4CIL 237HP AUT TURBO,2016,AUT,Gasolina,12.45,20.07,15.02
HATCHBACK 3PTS 1.4L 4CIL 170HP MAN TURBO,2012,MAN,Gasolina,12.4,20.8,16.55
HATCHBACK 3PTS 1.4L 4CIL 170HP MAN TURBO,2013,MAN,Gasolina,12.4,20.8,16.55
3PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,12.37,19.92,14.91
SPORTBACK 5PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,12.37,19.92,14.91
CABRIO 2PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,12.37,19.92,14.91
CABRIO 2PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,12.36,19.15,14.71
SPORTBACK 5PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,12.36,19.15,14.71
SPORTBACK 5PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,12.36,19.15,14.71
3PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,12.36,19.15,14.71
CABRIO 2PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,12.36,19.15,14.71
SPORTBACK 5PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,12.36,19.15,14.71
SEDAN 4PTS 2.0L 4CIL 184HP AUT BITURBO,2016,AUT,Gasolina,12.35,20.41,16.41
SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,12.35,19.23,16.11
SEDAN 4PTS 1.8L 4CIL 170HP MULTITRONIC FSI TURBO FRONT,2015,MULTITRONIC,Gasolina,12.3,23,15.56
4PTAS 1.8L 4CIL170HP MULTI FSI FRONT TURBO,2017,MULTIT,Gasolina,12.3,23,15.56
3PTAS 2.0L 4CIL 184HP TURBO MAN,2017,MAN,Gasolina,12.3,20,16.27
4PTS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,12.22,22.8,15.45
4PTS 1.8L 4CIL 170HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,12.22,22.8,15.45
4PTS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2016,MULTITRONIC,Gasolina,12.2,22.8,15.43
M SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,Gasolina,12.2,20.8,14.99
CONVERTIBLE 2PTAS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,12.2,17.54,15.53
CONVERTIBLE 2PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,12.2,17.54,15.53
CONVERTIBLE 2PTAS 3.0L 4CIL 184HP TURBO AUT,2018,AUT,Gasolina,12.2,17.54,15.53
CONVERTIBLE 2PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,12.2,17.54,15.53
SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,2012,AUT,Gasolina,12.19,19.23,15.99
SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,2013,AUT,Gasolina,12.19,19.23,15.99
COUPE 2PTAS 2L 4CIL 272HP AUT,2018,AUT,Gasolina,12.16,18.66,14.42
SEDAN 4PTAS 2L 4CIL 272HP AUT,2018,AUT,Gasolina,12.16,18.66,14.42
COUPE RWD 2PTS 2.0L 4CIL 272HP AUT,2016,AUT,Gasolina,12.16,18.62,14.41
SEDAN RWD 4PTS 2.0L 4CIL 272HP AUT,2016,AUT,Gasolina,12.16,18.62,14.41
COUPE RWD 2PTAS 2.0L 4CIL 272HP AUT TURBO,2017,AUT,Gasolina,12.16,18.62,14.41
SEDAN RWD 4PTAS 2.0L 4CIL 272HP AUT TURBO,2017,AUT,Gasolina,12.16,18.62,14.41
4PTS 2.5L 4CIL 175HP AUT,2011,AUT,Gasolina,12.15,19,14.5
CGI SPORT 4MATIC 5PTS 2.0L 4CIL 211HP AUT TURBO,2015,AUT,Gasolina,12.12,18.01,15.61
SPORTBACK 5PTS 1.8L 4CIL 170HP MULTITRONIC FSI TURBO FRONT,2015,MULTITRONIC,Gasolina,12.1,21.9,15.15
COUPE 2PTS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2015,MULTITRONIC,Gasolina,12.1,18.8,14.41
CABRIO 2PTS 2.0 4CIL 225 HP MULTITRONIC FSI TURBO,2015,MULTITRONIC,Gasolina,12.1,18.8,14.41
SPORTBACK 5PTS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2015,MULTITRONIC,Gasolina,12.1,18.8,14.41
FWD 4PTS 2.0L 4CIL 306HP AUT TURBO,2016,AUT,Gasolina,12.1,19.3,14.54
AWD 4PTAS 2.0L 4CIL 306HP AUT TURBO,2016,AUT,Gasolina,12.1,19.3,14.54
GLS 4PTS 2.4L 4CIL 185HP MAN,2011,MAN,Gasolina,12.08,17.5,14.04
GLS 4PTS 2.4L 4CIL 180HP CVT,2011,CVT,Gasolina,12.08,17.5,14.04
4PTS 2.4L 4CIL 185HP MAN,2012,MAN,Gasolina,12.08,17.5,14.04
GLS 4PTS 2.4L 4CIL 180HP CVT,2012,CVT,Gasolina,12.08,17.5,14.04
4PTS 2.4L 4CIL 185HP MAN,2013,MAN,Gasolina,12.08,17.5,14.04
GLS 4PTS 2.4L 4CIL 176HP CVT,2013,CVT,Gasolina,12.08,17.5,14.04
GLS 4PTS 2.4L 4CIL 176HP CVT,2014,CVT,Gasolina,12.08,17.5,14.04
SPORTBACK 5PTS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,12.06,21.74,15.08
CABRIO 2PTS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,12.06,21.74,15.08
SEDAN 4X4 4PTS 3.0L 6CIL 245HP S TRONIC QUATTRO TURBO DISEL,2012,S TRONIC,Diesel,12.05,18.18,15.6
COUPE 2PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,12.05,18.87,15.78
GRAN COUPE 4PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,12.05,18.87,15.78
COUPE 2PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,12.01,20.96,14.87
CABRIO 2PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,12.01,20.96,14.87
COUPE 2PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,12.01,20.96,14.87
CABRIO 2PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,12.01,20.96,14.87
5PTS 3.0L 6CIL 250HP TIP TURBO DIESEL,2012,TIP,Diesel,12,18.95,15.77
5PTS 3.0L 6CIL 250HP PDK TURBO DIESEL,2013,PDK,Diesel,12,18.95,15.77
2PTS 2.7L 6CIL 275HP PDK,2016,PDK,Gasolina,12,19.1,14.41
4PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,12,17,13.83
5PTS 3.0L 6CIL 250HP TIPTRONIC TURBO DIESEL,2016,TIPTRONIC,Diesel,12,19,15.78
COUPE 3PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,12,17.7,14.03
4PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,12,17,13.83
COUPE 3PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,12,17.7,14.03
COUPE 2PTAS 2.0L 4CIL 184HP TURBO AUT,2018,AUT,Gasolina,11.9,17.54,15.31
3PTS 2.0L 4CIL 156HP AUT STRONIC,2011,AUT,Gasolina,11.9,19.61,15.85
5PTS 2.0L 4CIL 156HP AUT STRONIC,2011,AUT,Gasolina,11.9,19.61,15.85
4PTS 3.5L 6CIL 270HP CVT,2013,CVT,Gasolina,11.9,18.4,14.15
4PTS 3.5L 6CIL 201HP AUT,2014,AUT,Gasolina,11.9,18.4,14.15
4PTS 3.5L 6CIL 201HP AUT,2015,AUT,Gasolina,11.9,18.4,14.15
CGI COUPE 4PTS 2.0L 4CIL 208HP AUT TURBO,2014,AUT,Gasolina,11.9,20,15.95
COUPE 2PTS 2.7L 6CIL 275HP PDK,2015,PDK,Gasolina,11.9,18.9,14.28
4PTS 3.5L 6CIL 270HP AUT (CVT),2016,CVT,Gasolina,11.9,18.4,15.54
4PTS 3.5L 6CIL 270HP AUT (CVT),2016,CVT,Gasolina,11.9,18.4,15.54
4PTS 3.5L 6CIL 270HP CVT,2017,CVT,Gasolina,11.9,18.4,14.15
COUPE 2PTAS 2.7L 6CIL 275HP PDK,2017,PDK,Gasolina,11.9,18.9,14.28
4PTS 1.8L 4CIL 160HP MULTITRONIC TURBO FSI,2011,MULTITRONIC,Gasolina,11.84,20.12,14.53
4PTS 1.8L 4CIL 160HP MULTITRONIC FRONT FSI TURBO,2012,MULTITRONIC,Gasolina,11.84,20.12,14.53
SPORT 4PTAS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,11.79,18.74,14.15
SPORT 4PTAS 2.0L 4CIL 245HP TURBO AUT,2017,AUT,Gasolina,11.79,18.74,14.15
SEDAN 4PTS 2.0L 4CIL 245HP MAN TURBO,2012,MAN,Gasolina,11.76,19.23,15.65
CROSS COUNTRY AWD 2.0L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,11.76,19.23,14.25
CROSS COUNTRY AWD 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,11.76,19.23,14.25
4PTAS 2.4L 4CIL 184HP AUT,2016,AUT,Gasolina,11.76,20.46,14.54
3PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,2016,MULTIT,Gasolina,11.7,17.5,13.75
CABRIO 2PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,2016,MULTIT,Gasolina,11.7,17.5,13.75
SPORTBACK 5PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,2016,MULTIT,Gasolina,11.7,17.5,13.75
COUPE GTS 2PTAS 3.4L 6CIL 340HP MAN,2016,MAN,Gasolina,11.7,17.8,13.83
3PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,2017,MULTIT,Gasolina,11.7,17.5,13.75
CABRIO 2PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,2017,MULTIT,Gasolina,11.7,17.5,13.75
SPORTBACK 5PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,2017,MULTIT,Gasolina,11.7,17.5,13.75
COUPE 3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,11.7,17.1,13.64
COUPE GTS 2PTAS 3.4L 6CIL 340HP MAN,2017,MAN,Gasolina,11.7,17.8,13.83
COUPE 3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,11.7,17.1,13.64
4PTS 2.0L 4CIL 240HP AUT,2016,AUT,Gasolina,11.67,18.68,14.04
4PTAS 2.0L 4CIL 240HP AUT TURBO,2017,AUT,Gasolina,11.67,18.68,14.04
SEDAN 4PTS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,11.63,19.61,15.63
SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,11.63,18.87,15.45
AWD 5PTAS 2.0L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,11.62,20.4,14.41
2PTS 2.7L 6CIL 275HP MAN,2016,MAN,Gasolina,11.6,18.4,13.91
SEDAN 4PTAS 3.0L 6CIL 326HP TURBO AUT,2017,AUT,Gasolina,11.6,18.9,15.43
4PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,11.57,20.01,14.28
4PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,11.57,20.01,14.28
4PTS 1.8L 4CIL 160HP MAN TURBO FSI,2011,MAN,Gasolina,11.54,21.19,14.51
4PTS 1.8L 4CIL 160HP MAN FRONT FSI TURBO,2012,MAN,Gasolina,11.54,21.19,14.51
LUXURY 4PTAS 2L 4CIL 272HP AUT,2018,AUT,Gasolina,11.52,18.62,13.91
SEDAN RWD 4PTS 2.0L 4CIL 272HP AUT,2016,AUT,Gasolina,11.52,18.51,13.88
SEDAN RWD 4PTAS 2.0L 4CIL 272HP AUT TURBO,2017,AUT,Gasolina,11.52,18.51,13.88
EX SEDAN 4PTS 2.4L 4CIL 191HP AUT,2011,AUT,Gasolina,11.5,19.5,14.1
4PTS 3.5L 6CIL 280HP AUT,2011,AUT,Gasolina,11.5,17.1,14.88
EX L SEDAN 4PTS 2.4L 4CIL 191HP AUT,2012,AUT,Gasolina,11.5,19.5,14.1
COUPE 2PTS 2.7L 6CIL 275HP MAN,2015,MAN,Gasolina,11.5,18.2,13.78
4PTS 2.5L 5CIL 170HP TIP,2015,TIPTRONIC,Gasolina,11.5,19.9,14.2
SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,Gasolina,11.5,19.7,14.15
SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC FSI FRONT TURBO,2016,STRONIC,Gasolina,11.5,16.7,13.37
SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,11.5,16.7,13.37
NUEVO 4PTAS 2.5L 5CIL 170HP TIP,2016,TIPT,Gasolina,11.5,19.9,14.2
SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC FSI FRONT TURBO,2017,STRONIC,Gasolina,11.5,16.7,13.37
SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,11.5,16.7,13.37
COUPE 2PTAS 2.7L 6CIL 275HP MAN,2017,MAN,Gasolina,11.5,18.2,13.78
NUEVO 4PTAS 2.5L 5CIL 170HP TIP,2017,TIPT,Gasolina,11.5,19.9,14.2
CONVERTIBLE 2PTAS 3.0L 6CIL 431HP TURBO AUT,2017,AUT,Gasolina,11.5,14.1,13.93
CONVERTIBLE 2PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,11.49,17.86,15.08
COUPE 4PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,11.49,15.38,14.36
CONVERTIBLE 2PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,11.49,18.18,15.16
FWD 4PTAS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,11.49,19.6,14.12
4PTS 2.4L 4CIL 204HP AUT,2011,AUT,Gasolina,11.4,18.3,13.73
4PTS 2.4L 4CIL 204HP AUT,2012,AUT,Gasolina,11.4,18.3,15.12
2WD 4PTS 2.4L 4CIL 204HP AUT,2013,AUT,Gasolina,11.4,18.3,13.73
4PTS 2.4L 4CIL 204HP AUT,2014,AUT,Gasolina,11.4,18.2,13.7
COUPE 2PTAS 3.0L 6CIL 326HP TURBO AUT,2017,AUT,Gasolina,11.4,19.9,15.51
4PTS 3.5L 6CIL 268HP AUT,2012,AUT,Gasolina,11.3,17.8,13.52
4PTS 3.5L 6CIL 268HP AUT,2013,AUT,Gasolina,11.3,17.8,13.52
4PTS 3.5L 6CIL 268HP AUT,2014,AUT,Gasolina,11.3,17.8,13.52
AMG COUPE 4PTS 2.0L 4CIL 355HP AUT TURBO,2014,AUT,Gasolina,11.3,17.2,14.75
4PTAS 2.0L4CIL 252HP STRONIC FSI FRONT TURBO,2016,STRONIC,Gasolina,11.3,17.4,13.42
4PTAS 2.0L4CIL 252HP STRONIC FSI FRONT TURBO,2017,STRONIC,Gasolina,11.3,17.4,13.42
S HYBRID 5PTS 3.0L 6CIL 333(+47)HP PDK,2013,PDK,Gasolina,11.29,14.45,13.91
COUPE 2PTAS 2.0L 4CIL 245HP TURBO AUT,2018,AUT,Gasolina,11.24,16.95,14.64
sDrive20iA 2PTS 2.0L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,11.23,17.85,14.87
CABRIO 2PTS 1.6L 4CIL 122HP AUT,2012,AUT,Gasolina,11.23,18.86,15.12
PREMIUM 4PTS 2.4L 4CIL 202HP MAN,2013,MAN,Gasolina,11.23,17.95,13.51
CONVERTIBLE 3PTS 1.6L 4CIL 122HP AUT,2013,AUT,Gasolina,11.23,18.86,15.12
CC COUPE 4PTS 3.6L 6CIL 280HP TIP FSI,2015,TIPTRONIC,Gasolina,11.2,21.3,14.24
3PS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,11.2,16.5,13.09
SPORTBACK 5PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,Gasolina,11.2,16.5,13.09
4PTAS 1.8L 4CIL 190HP STRONIC FSI FRONT TURBO,2016,STRONIC,Gasolina,11.2,15.8,12.89
COUPE GTS 2PTAS 3.4L 6CIL 340HP PDK,2016,PDK,Gasolina,11.2,17.3,13.31
AWD 5PTAS 2.0L 4CIL 306HP AUT TURBO,2016,AUT,Gasolina,11.2,17,13.23
3PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,11.2,16.5,13.09
SPORTBACK 5PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,Gasolina,11.2,16.5,13.09
4PTAS 1.8L 4CIL 190HP STRONIC FSI FRONT TURBO,2017,STRONIC,Gasolina,11.2,15.8,12.89
COUPE GTS 2PTAS 3.4L 6CIL 340HP PDK,2017,PDK,Gasolina,11.2,17.3,13.31
FWD 4PTS 2.4L 4CIL 180HP AUT,2016,AUT,Gasolina,11.18,18.92,13.7
4PTS 2.0L 4CIL 272HP AUT TURBO,2013,AUT,Gasolina,11.18,18.62,13.63
4PTS 2.4L 4CIL 180HP AUT,2014,AUT,Gasolina,11.18,18.92,13.7
4PTS 2.4L 4CIL 180HP AUT,2015,AUT,Gasolina,11.18,18.92,13.7
4PTS 2.0L 4CIL 272HP AUT TURBO,2014,AUT,Gasolina,11.15,18.38,13.55
4PTS 2.0L 4CIL 272HP AUT TURBO,2015,AUT,Gasolina,11.15,18.38,13.55
4PTS 2.0L 4CIL 211HP MULTITRONIC TURBO FSI,2011,MULTITRONIC,Gasolina,11.11,19.23,13.72
4PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,11.11,19.23,13.72
CABRIO 2PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,11.11,19.23,13.72
4PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2012,MULTITRONIC,Gasolina,11.11,19.23,13.72
4X4 4PTS 2.0L 4CIL 211HP S TRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,11.11,19.23,13.72
4X4 2PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,11.11,19.23,13.72
CABRIO 2PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2012,MULTITRONIC,Gasolina,11.11,19.23,13.72
CABRIO 4X4 2PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,11.11,19.23,13.72
COUPÉ 2PTS 1.8L 4CIL 160HP MAN TURBO,2011,MAN,Gasolina,11.11,18.86,15.02
COUPÉ 2PTS 1.8L 4CIL 160HP MAN FRONT TURBO,2012,MAN,Gasolina,11.11,18.86,15.02
4PTS 2.0L 4CIL 260HP AUT TURBO,2015,AUT,Gasolina,11.1,17.9,13.39
FWD 5PTS 2.5L 5CIL 254HP AUT TURBO,2016,AUT,Gasolina,11.1,16.5,13.02
COUPE 2PTAS 2.0L 6CIL 300HP MAN,2016,MAN,Gasolina,11.1,17,13.15
CROSS COUNTRY AWD 2.5L 5CIL 254HP AUT TURBO,2016,AUT,Gasolina,11.1,16.5,13.02
COUPE 2PTAS 2.0L 6CIL 300HP MAN,2017,MAN,Gasolina,11.1,17,13.15
FWD 4PTS 2.0L 4CIL 260HP AUT TURBO,2016,AUT,Gasolina,11.05,17.85,13.34
FWD 4PTS 2.0L 4CIL 250HP AUT TURBO,2016,AUT,Gasolina,11.05,17.85,13.34
SEDAN 4PTAS 2.0L 4CIL 260HP AUT TURBO,2017,AUT,Gasolina,11.05,17.81,13.33
4PTS 2.0L 4CIL 250HP AUT,2013,AUT,Gasolina,11.05,17.86,13.34
COUPÉ 2PTS 2.0L 4CIL 272HP STRONIC QUATTRO TURBO,2013,STRONIC,Gasolina,11.02,16.05,12.83
ROADSTER 2PTS 2.0L 4CIL 272HP STRONIC QUATTRO TURBO,2013,STRONIC,Gasolina,11.02,16.05,12.83
SEDAN 4PTS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO,2016,S TRONIC,Gasolina,11.02,16,12.81
LX SEDAN 4PTS 2.4L 4CIL 178HP AUT,2011,AUT,Gasolina,11,18.7,13.5
LX SEDAN 4PTS 2.4L 4CIL 178HP AUT,2012,AUT,Gasolina,11,18.7,13.5
SEDÁN 4PTS 2.0L 4CIL 280HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,11,16,12.8
3PTS 2.0L 4CIL 285HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,11,16,12.8
SEDAN 4PTS 2.0L 4CIL 285HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,Gasolina,11,16,12.8
4PTS 3.6L 6CIL 280HP DSG,2015,DSG,Gasolina,11,17.8,13.28
S 2PTS 3.4L 6CIL 325HP PDK,2016,PDK,Gasolina,11,17.9,13.31
SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,Gasolina,11,19.7,13.73
3PTAS 2.0L 4CIL 280HP STRONIC QUATTRO TURBO,2016,STRONIC,Gasolina,11,16,12.8
3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO,2016,STRONIC,Gasolina,11,16,12.8
NUEVO 4PTAS 3.6L 6CIL 280HP DSG,2016,DSG,Gasolina,11,17.8,13.28
3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO,2017,STRONIC,Gasolina,11,16,12.8
SEDAN 4PTAS 2.0L4CIL 285HP STRONIC QUATTRO,2017,STRONIC,Gasolina,11,16,12.8
NUEVO 4PTAS 3.6L 6CIL 280HP DSG,2017,DSG,Gasolina,11,17.8,13.28
CONVERTIBLE 2PTAS 3.0L 6CIL 326HP TURBO AUT,2017,AUT,Gasolina,11,18.2,14.77
COUPE 4PTAS 3.0L 6CIL 326HP TURBO AUT,2017,AUT,Gasolina,11,18.2,14.77
SEDAN 4PTAS 3.0L 6CIL 326HP TURBO AUT,2017,AUT,Gasolina,11,19.2,15.01
COUPÉ 2PTS 1.6L 4CIL 197HP MAN TURBO,2011,MAN,Gasolina,10.99,17.86,14.68
COUPE 2PTS 1.6L 4CIL 197HP MAN TURBO,2012,MAN,Gasolina,10.99,17.86,14.68
COUPE 2PTS 1.6L 4CIL 197HP MAN TURBO,2013,MAN,Gasolina,10.99,17.86,14.68
COUPE 2PTS 1.6L 4CIL 197HP MAN TURBO,2014,MAN,Gasolina,10.99,17.86,14.68
COUPE 2PTS 1.6L 4CIL 197HP MAN TURBO,2015,MAN,Gasolina,10.99,17.86,14.68
CGI 2PTS 1.8L 4CIL 181HP AUT TURBO,2012,AUT,Gasolina,10.98,20.4,15.25
CGI 2PTS 1.8L 4CIL 181HP AUT TURBO,2013,AUT,Gasolina,10.98,20.4,15.25
S 2PTS 3.4L 6CIL 325HP PDK,2013,PDK,Gasolina,10.98,17.85,13.28
PREMIUM 4PTAS 3.5L 6CIL 335HP AUT,2018,AUT,Gasolina,10.93,17.94,13.26
SEDAN RWD 4PTAS 3.6L 6CIL 335HP AUT,2017,AUT,Gasolina,10.93,17.94,13.26
COUPE 2PTS 3.5L 6CIL 270HP CVT,2011,CVT,Gasolina,10.9,16.2,12.78
COUPE 2PTS 3.5L 6CIL 270HP CVT,2012,CVT,Gasolina,10.9,16.2,12.78
SEDAN 4PTS 2.5L 6CIL 219HP AUT,2012,AUT,Gasolina,10.9,17.4,13.1
SEDAN 4PTS 2.5L 6CIL 219HP AUT,2013,AUT,Gasolina,10.9,17.4,13.1
CGI 2PTS 1.8L 4CIL 181HP AUT TURBO,2014,AUT,Gasolina,10.9,20.4,15.18
SEDAN 4PTS 3.0L 6CIL 310HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,10.9,17.3,13.08
S COUPE 2PTS 3.4L 6CIL 325HP PDK,2015,PDK,Gasolina,10.9,17.7,13.18
4PTAS 3.0L 6CIL 310HP TIP QUATTRO FSI TURBO,2016,TIPT,Gasolina,10.9,17.3,13.08
COUPE S 2PTAS 3.4L 6CIL 325HP PDK,2016,PDK,Gasolina,10.9,17.7,13.18
4PTAS 3.0L 6CIL 310HP TIP QUATTRO FSI TURBO,2017,TIPT,Gasolina,10.9,17.3,13.08
COUPE S 2PTAS 3.4L 6CIL 325HP PDK,2017,PDK,Gasolina,10.9,17.7,13.18
sDrive20i 2PTS 2.0L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,10.89,18.13,14.67
sDrive 20iA 2PTS 2.0L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,10.89,18.18,14.68
SEDAN RWD 4PTS 3.6L 6CIL 335HP AUT,2016,AUT,Gasolina,10.88,17.81,13.19
FWD 5PTAS 2.0L 4CIL 245HP AUT TORBO,2016,AUT,Gasolina,10.86,17.24,13.03
2PTS 2.9L 6CIL 265HP MAN,2011,MAN,Gasolina,10.82,14.71,12.28
2PTS 2.9L 6CIL 265HP PDK,2011,PDK,Gasolina,10.82,12.99,11.7
2PTS 2.9L 6CIL 265HP MAN,2012,MAN,Gasolina,10.82,14.71,12.28
2PTS 2.9L 6CIL 265HP PDK,2012,PDK,Gasolina,10.82,12.99,11.7
SE 4PTS 3.5L 6CIL 270HP CVT,2011,CVT,Gasolina,10.8,16.2,12.71
SE 4PTS 3.5L 6CIL 270HP CVT,2012,CVT,Gasolina,10.8,16.2,12.71
SEDAN 4PTS 2.0L 4CIL180HP MULTITRONIC FSI TURBO,2015,MULTITRONIC,Gasolina,10.8,20.1,13.64
