Versión,Modelo,Trans.,Cilindros,Potencia (HP),Tamaño (L),Categoría
CC COUPE 4PTS 2.0L 4CIL 200HP DSG TURBO FSI,2015,DSG,4,200,2.0,AUTOS DE LUJO
4PTS 3.0L 6CIL 310HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,6,310,3.0,AUTOS DE LUJO
AWD 4PTAS 2.0L 4CIL 268HP MAN TURBO,2016,MAN,4,268,2.0,AUTOS DE LUJO
CC COUPE 4PTAS 2.0L 4CIL 200HP DSG TURBO FSI,2016,DSG,4,200,2.0,AUTOS DE LUJO
CC COUPE 4PTAS 2.0L 4CIL 200HP DSG TURBO FSI,2017,DSG,4,200,2.0,AUTOS DE LUJO
TURBO 3PTS 1.6L 4CIL 100HP MAN,2011,MAN,4,100,1.6,AUTOS DE LUJO
3PTS 1.6L 4CIL 100HP MAN,2011,MAN,4,100,1.6,AUTOS DE LUJO
CABRIO 3PTS 1.6L 4CIL 122HP AUT,2011,AUT,4,122,1.6,AUTOS DE LUJO
3PTS 1.6L 4CIL 100HP MAN,2012,MAN,4,100,1.6,AUTOS DE LUJO
CC 4PTS 2.0L 4CIL 200HP DSG FSI TURBO,2013,DSG,4,200,2.0,AUTOS DE LUJO
LIMITED 4PTS 3.6L 6CIL 295HP AUT,2014,AUT,6,295,3.6,AUTOS DE LUJO
CC 4PTS 2.0L 4CIL 200HP DSG TURBO,2014,DSG,4,200,2.0,AUTOS DE LUJO
4PTS 2.4L 4CIL 172HP AUT,2011,AUT,4,172,2.4,AUTOS DE LUJO
4PTS 2.4L 4CIL 172HP AUT,2012,AUT,4,172,2.4,AUTOS DE LUJO
4PTS 2.4L 4CIL 172HP AUT,2013,AUT,4,172,2.4,AUTOS DE LUJO
SEDAN 4PTS 2.0L 4CIL 225HP STRONIC TURBO QUATTRO,2015,STRONIC,4,225,2.0,AUTOS DE LUJO
COUPE 2PTS 2.0L 4CIL 225HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,4,225,2.0,AUTOS DE LUJO
SPORTBACK 5PTS 2.0L 4CIL 225HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,4,225,2.0,AUTOS DE LUJO
3PTAS 2.0L 4CIL 225HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,4,225,2.0,AUTOS DE LUJO
CABRIO 2PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,3,272,3.0,AUTOS DE LUJO
3PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,272,3.0,AUTOS DE LUJO
SPORTBACK 5PTAS 1.8L 4CIL 177HP MULTITRONIC FRONT FSI TURBO,2016,MULTIT,4,177,1.8,AUTOS DE LUJO
SPORTBACK 5PTAS 2.0L 4CIL TFSI 225HP S TRONIC QUATTRO FSI TURBO,2016,STRONIC,4,225,2.0,AUTOS DE LUJO
SPORTBACK 5PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,272,3.0,AUTOS DE LUJO
4PTAS 2.0L 4CIL225HP STRONIC QUATTRO,2017,S TRONIC,4,225,2.0,AUTOS DE LUJO
3PTAS 2.0L 4CIL 225HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,4,225,2.0,AUTOS DE LUJO
3PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,6,272,3.0,AUTOS DE LUJO
CABRIO 2PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,3,272,3.0,AUTOS DE LUJO
SPORTBACK 5PTAS 1.8L 4CIL 177HP MULTITRONIC FRONT FSI TURBO,2017,MULTIT,4,177,1.8,AUTOS DE LUJO
SPORTBACK 5PTAS 2.0L 4CIL TFSI 225HP S TRONIC QUATTRO FSI TURBO,2017,STRONIC,4,225,2.0,AUTOS DE LUJO
SPORTBACK 5PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,6,272,3.0,AUTOS DE LUJO
4PTAS 3.0L 4CIL 333HP S TRONIC QUATTRO FSI TURBO,2017,STRONIC,6,333,3.0,AUTOS DE LUJO
4PTAS 3.0L 4CIL 333HP S TRONIC QUATTRO FSI TURBO,2016,STRONIC,6,333,3.0,AUTOS DE LUJO
LIMITED 4PTS 3.6L 6CIL 283HP AUT,2011,AUT,6,283,3.6,AUTOS DE LUJO
LIMITED 4PTS 3.6L 6CIL 283HP AUT,2012,AUT,6,283,3.6,AUTOS DE LUJO
LIMITED 4PTS 3.6L 6CIL 283HP AUT,2013,AUT,6,283,3.6,AUTOS DE LUJO
4PTS 2.0L 4CIL 220HP AUT TURBO,2014,AUT,4,220,2.0,AUTOS DE LUJO
SEDAN 4PTS 2.0L 4CIL 180HP MULTITRONIC FSI TURBO,2013,MULTITRONIC,4,180,2.0,AUTOS DE LUJO
sDrive 18iA 2PTS 2.0L 4CIL 156HP AUT TURBO,2016,AUT,4,156,2.0,AUTOS DE LUJO
4PTS 2.0L 4CIL 180HP MULTITRONIC TFSI TURBO,2014,MULTITRONIC,4,180,2.0,AUTOS DE LUJO
COUPE 4PTAS 2.0L 4CIL 245HP TURBO AUT,2018,AUT,4,245,2.0,AUTOS DE LUJO
sDRIVE20iA 5PTS 2.0L 4CIL 184HP AUT TURBO,2012,AUT,4,184,2.0,AUTOS DE LUJO
sDrive 20iA 5PTS 2.0L 4CIL 184HP AUT TURBO,2013,AUT,4,184,2.0,AUTOS DE LUJO
4PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,272,3.0,AUTOS DE LUJO
COUPE 2PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,272,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,272,3.0,AUTOS DE LUJO
CABRIO 2PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,272,3.0,AUTOS DE LUJO
COUPE 2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,333,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,333,3.0,AUTOS DE LUJO
CABRIO 2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,333,3.0,AUTOS DE LUJO
4PTS 6CIL 3.0L 333HP STRONIC QUATTRO TURBO,2013,STRONIC,6,333,3.0,AUTOS DE LUJO
2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,333,3.0,AUTOS DE LUJO
4PTS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO,2014,S TRONIC,6,333,3.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,272,3.0,AUTOS DE LUJO
COUPE 2PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,272,3.0,AUTOS DE LUJO
CABRIO 2PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,272,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 272 HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,272,3.0,AUTOS DE LUJO
COUPE 2PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,333,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,333,3.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,333,3.0,AUTOS DE LUJO
4PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,S TRONIC,6,272,3.0,AUTOS DE LUJO
3PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,272,3.0,AUTOS DE LUJO
CABRIO 2PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,3,272,3.0,AUTOS DE LUJO
SPORTBACK 5PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,272,3.0,AUTOS DE LUJO
4PTAS 3.0L 6CIL 272HP STRONIC FSI QUATTRO TURBO,2017,S TRONIC,6,272,3.0,AUTOS DE LUJO
COUPE AWD 2PTAS 3.5L 6CIL 573HP TURBO AUT DCT,2017,AUT,6,573,3.5,AUTOS DE LUJO
PREMIUM COUPE AWD 2PTAS 3.5L 6CIL 573HP AUT DCT,2017,AUT,6,573,3.5,AUTOS DE LUJO
3PTAS 3.0L 6CIL 340HP TURBO AUT,2017,AUT,6,340,3.0,AUTOS DE LUJO
COUPE 2PTAS 3.0L 6CIL 340HP TURBO AUT,2017,AUT,6,340,3.0,AUTOS DE LUJO
S 2PTS 3.4L 6CIL 303HP MAN,2011,MAN,6,320,3.4,AUTOS DE LUJO
S 2PTS 3.4L 6CIL 303HP PDK,2011,PDK,6,320,3.4,AUTOS DE LUJO
S 2PTS 3.4L 6CIL 320HP MAN,2012,MAN,6,320,3.4,AUTOS DE LUJO
S 2PTS 3.4L 6CIL 320HP PDK,2012,PDK,6,320,3.4,AUTOS DE LUJO
3.6R AWD 4PTS 3.6L 6CIL 256HP CVT,2015,CVT,6,256,3.6,AUTOS DE LUJO
3.6R LIMITED AWD 4PTS 3.6L 6CIL 256HP CVT,2016,CVT,6,256,3.6,AUTOS DE LUJO
SEDAN 4PTS 2.8L 6CIL 204HP MULTITRONIC FRONT FSI,2013,MULTITRONIC,6,204,2.8,AUTOS DE LUJO
CGI 4PTS 3.5L 6CIL 302HP,2012,AUT,6,302,3.5,AUTOS DE LUJO
CGI 4PTS 3.5L 6CIL 302HP AUT,2013,AUT,6,302,3.5,AUTOS DE LUJO
4PTS 3.7L 6CIL 327HP AUT,2014,AUT,6,327,3.7,AUTOS DE LUJO
4PTS 3.7L 6CIL 327HP AUT,2015,AUT,6,327,3.7,AUTOS DE LUJO
4PTS 3.7L 6CIL 327HP AUT,2016,AUT,6,327,3.7,AUTOS DE LUJO
SEDAN 4PTAS 4.4L 8CIL. 449HP AUT BITURBO,2016,AUT,8,449,4.4,AUTOS DE LUJO
3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,333,3.0,AUTOS DE LUJO
SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,333,3.0,AUTOS DE LUJO
5PTAS 2.5L 5CIL 367HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,5,367,2.5,AUTOS DE LUJO
SEDAN 4PTAS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO,2016,STRONIC,6,333,3.0,AUTOS DE LUJO
COUPE 3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBP,2016,STRONIC,6,333,3.0,AUTOS DE LUJO
3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,6,333,3.0,AUTOS DE LUJO
SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,6,333,3.0,AUTOS DE LUJO
5PTAS 2.5L 5CIL 367HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,5,367,2.5,AUTOS DE LUJO
SEDAN 4PTAS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO,2017,STRONIC,6,333,3.0,AUTOS DE LUJO
COUPE 3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBP,2017,STRONIC,6,333,3.0,AUTOS DE LUJO
4PTS 2.5L 5CIL 170HP TIP,2013,TIPTRONIC,5,170,2.5,AUTOS DE LUJO
COUPE AMG 4PTAS 2.0L 4CIL 381HP AUT TURBO,2016,AUT,4,381,2.0,AUTOS DE LUJO
AMG 4X4 5PTAS 2.0L 4CIL 381HP AUT TURBO,2016,AUT,4,381,2.0,AUTOS DE LUJO
AMG 4PTAS 2.0L 4CIL 381HP TURBO AUT,2018,AUT,4,381,2.0,AUTOS DE LUJO
CGI 5PTAS 2.0L 4CIL 381HP TURBO AUT,2018,AUT,4,381,2.0,AUTOS DE LUJO
4PTS 2.5L 5CIL 170HP TIP,2012,TIP,5,170,2.5,AUTOS DE LUJO
AWD 5PTAS 2.0L 4CIL 320HP AUT TURBO,2016,AUT,4,320,2.0,AUTOS DE LUJO
SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2016,STRONIC,6,333,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2017,STRONIC,6,333,3.0,AUTOS DE LUJO
SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO,2014,AUT,4,272,2.0,AUTOS DE LUJO
SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO,2015,AUT,4,272,2.0,AUTOS DE LUJO
4PTS 2.0L 4CIL 180HP MULTITRONIC TURBO FSI,2011,MULTITRONIC,4,180,2.0,AUTOS DE LUJO
4PTS 2.0L 4CIL 180HP MULTITRONIC FRONT FSI TURBO,2012,MULTITRONIC,4,180,2.0,AUTOS DE LUJO
4PTS 1.8L 4CIL 154HP AUT,2011,AUT,4,154,1.8,AUTOS DE LUJO
4PTS 3.5L 6CIL 290HP CVT,2011,CVT,6,290,3.5,AUTOS DE LUJO
4PTS 3.5L 6CIL 290HP CVT,2012,CVT,6,290,3.5,AUTOS DE LUJO
CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2012,AUT,4,201,1.8,AUTOS DE LUJO
CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2012,AUT,4,201,1.8,AUTOS DE LUJO
4PTS 3.5L 6CIL 290HP CVT,2013,CVT,6,290,3.5,AUTOS DE LUJO
CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,4,201,1.8,AUTOS DE LUJO
CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,4,201,1.8,AUTOS DE LUJO
4PTS 3.5L 6CIL 290HP CVT,2014,CVT,6,290,3.5,AUTOS DE LUJO
4PTS 3.5L 6CIL 290HP CVT,2015,CVT,6,290,3.5,AUTOS DE LUJO
CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO,2014,AUT,4,201,1.8,AUTOS DE LUJO
5PTS 2.5L 5CIL 310HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,5,310,2.5,AUTOS DE LUJO
TOURING 4PTS 2.4L 4CIL 173HP AUT,2014,AUT,4,173,2.4,AUTOS DE LUJO
4PTS 3.0L 6CIL 310HP STRONIC TFSI QUATTRO TURBO,2014,S TRONIC,6,310,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 310HP STRONIC TFSI QUATTRO TURBO,2014,S TRONIC,6,310,3.0,AUTOS DE LUJO
COUPE 2PTAS 3.5L 6CIL 333HP AUT TURBO,2016,AUT,6,333,3.5,AUTOS DE LUJO
SEDAN 4PTS 3.7L 6CIL 327HP AUT,2012,AUT,6,327,3.7,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 310HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,6,310,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 310HP S TRONIC QUATTRO FSI TURBO,2013,STRONIC,6,310,3.0,AUTOS DE LUJO
SEDAN 4PTS 3.7L 6CIL 327HP AUT,2013,AUT,6,327,3.7,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 310HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,310,3.0,AUTOS DE LUJO
SPORTBACK 5PTS 3.0L 6CIL 310HP STRONIC FSI TURBO QUATTRO,2015,STRONIC,6,310,3.0,AUTOS DE LUJO
CONVERTIBLE 2PTAS 3.0L 6CIL 431HP AUT TURBO,2016,AUT,6,431,3.0,AUTOS DE LUJO
COUPÉ 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO,2013,MAN,5,340,2.5,AUTOS DE LUJO
ROADSTER 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO,2013,MAN,5,340,2.5,AUTOS DE LUJO
COUPÉ 2PTS 2.5L 5CIL 340HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,5,340,2.5,AUTOS DE LUJO
ROADSTER 2PTS 2.5L 5CIL 340HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,5,340,2.5,AUTOS DE LUJO
CGI 4PTS 1.8L 4L 154HP AUT TURBO,2012,AUT,4,154,1.8,AUTOS DE LUJO
CGI 4PTS 1.8L 4L 154HP AUT TURBO,2013,AUT,4,154,1.8,AUTOS DE LUJO
CGI 4PTS 1.8L 4L 154HP AUT TURBO,2014,AUT,4,154,1.8,AUTOS DE LUJO
4PTS 2.0L 4CIL 225HP STRONIC QUATTRO TURBO,2016,S TRONIC,4,224,2.0,AUTOS DE LUJO
4PTAS 3.7L 6CIL 330HP AUT,2016,AUT,6,330,3.7,AUTOS DE LUJO
4PTS 2.3L 6CIL 166HP AUT,2011,AUT,6,166,2.3,AUTOS DE LUJO
SXT PREMIUM 4PTS 3.6 6CIL 292HP AUT,2014,AUT,6,292,3.6,AUTOS DE LUJO
RALLYE REDLINE 4PTS 3.6 6CIL 292HP AUT,2014,AUT,6,292,3.6,AUTOS DE LUJO
WRX SE AWD 5PTS 2.5L 4CIL 265HP MAN TURBO,2012,MAN,4,265,2.5,AUTOS DE LUJO
COUPE 2PTS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,4,184,2.0,AUTOS DE LUJO
CONVERTIBLE 2PTAS 3.5L 6CIL 333HP AUT TURBO,2016,AUT,6,333,3.5,AUTOS DE LUJO
4PTS 3.0L 6CIL 270HP AUT,2011,AUT,6,270,3.0,AUTOS DE LUJO
4PTS 1.8L 4CIL 184HP AUT,2011,AUT,4,184,1.8,AUTOS DE LUJO
LX SEDAN 4PTS 3.5L 6CIL 271HP AUT,2011,AUT,6,271,3.5,AUTOS DE LUJO
EX SEDAN 4PTS 3.5L 6CIL 271HP AUT,2011,AUT,6,271,3.5,AUTOS DE LUJO
SEDAN 4PTS 3.7L 6CIL 330HP AUT,2012,AUT,6,330,3.7,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2012,AUT,4,181,1.8,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 201HP AUT TURBO,2012,AUT,4,201,1.8,AUTOS DE LUJO
EX L SEDAN 4PTS 3.5L 6CIL 271HP AUT,2012,AUT,6,271,3.5,AUTOS DE LUJO
SEDAN 4PTS 3.7L 6CIL 330HP AUT,2013,AUT,6,330,3.7,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2013,AUT,4,181,1.8,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,4,201,1.8,AUTOS DE LUJO
4PTS 3.7L 6CIL 330HP AUT,2014,AUT,6,330,3.7,AUTOS DE LUJO
4PTS 3.7L 6CIL 330HP AUT,2015,AUT,6,330,3.7,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2014,AUT,4,181,1.8,AUTOS DE LUJO
LX SEDAN 4PTS 2.4L 4CIL 185HP CVT,2016,CVT,4,185,2.4,AUTOS DE LUJO
EXL SEDAN 4PTS 2.4L 4CIL 185HP CVT,2016,CVT,4,185,2.4,AUTOS DE LUJO
SPORT 4PTS 2.4L 4CIL 189HP CVT,2016,CVT,4,189,2.4,AUTOS DE LUJO
EXL SEDAN 4PTAS 2.4L 4CIL 185HP AUT CVT,2017,AUT,4,185,2.4,AUTOS DE LUJO
LX SEDAN 4PTAS 2.4L 4CIL 185HP CVT,2017,,4,185,2.4,AUTOS DE LUJO
SPORT 4PTAS 2.4L 4CIL 189HP CVT,2017,,4,189,2.4,AUTOS DE LUJO
4PTS 2.0L 4CIL 200HP TFSI DSG TURBO,2011,TIP,4,200,2.0,AUTOS DE LUJO
CC 4PTS 2.0L 4CIL 200HP TFSI DSG TURBO,2011,TIP,4,200,2.0,AUTOS DE LUJO
CC 4PTS 2.0L 4CIL 200HP DSG FSI TURBO,2012,DSG,4,200,2.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 258HP AUT,2012,AUT,6,258,3.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 306HP MAN TURBO,2012,MAN,6,306,3.0,AUTOS DE LUJO
xDRIVE28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2012,AUT,4,245,2.0,AUTOS DE LUJO
EX COUPE 2PTS 3.5L 6CIL 271HP AUT,2011,AUT,6,271,3.5,AUTOS DE LUJO
4PTS 3.5L 6CIL 280HP AUT,2011,AUT,6,280,3.5,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2012,AUT,4,181,1.8,AUTOS DE LUJO
COUPE 2PTS 3.5L 6CIL 271HP AUT,2012,AUT,6,271,3.5,AUTOS DE LUJO
4PTS 3.5L 6CIL 280HP AUT,2012,AUT,6,280,3.5,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2012,AUT,6,306,3.0,AUTOS DE LUJO
2WD 4PTS 3.5L 6CIL 280HP AUT,2013,AUT,6,280,3.5,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,6,306,3.0,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 181HP AUT TURBO,2013,AUT,4,181,1.8,AUTOS DE LUJO
4PTS 3.5L 6CIL 280HP AUT,2014,AUT,6,280,3.5,AUTOS DE LUJO
CGI 4PTS 2.0L 4CIL 181HP AUT TURBO,2014,AUT,4,181,2.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,6,306,3.0,AUTOS DE LUJO
AWD 4PTAS 2.0L 4CIL 268HP CVT TURBO,2016,CVT,4,268,2.0,AUTOS DE LUJO
COUPE S 2PTAS 2.5L 6CIL 350HP PDK,2016,PDK,6,350,2.5,AUTOS DE LUJO
COUPE S 2PTAS 2.5L 6CIL 350HP PDK,2017,PDK,6,350,2.5,AUTOS DE LUJO
SEDAN 5PTAS 2.3L 4CIL 275HP TURBO AUT,2018,AUT,4,275,2.3,AUTOS DE LUJO
4PTS 3.6L 6CIL 280HP TIP,2013,TIPTRONIC,6,280,3.6,AUTOS DE LUJO
POLICE INTERCEP. AWD 4PTS 3.5L 6CIL 288HP AUT,2014,AUT,6,288,3.5,AUTOS DE LUJO
POLICE INTERCEP. FWD 4PTS 3.5L 6CIL 365HP AUT,2014,AUT,6,365,3.5,AUTOS DE LUJO
4PTS 3.5L 6CIL 288HP MAN,2016,AUT,6,288,3.5,AUTOS DE LUJO
4PTS 3.5L 6CIL 365HP MAN,2016,AUT,6,365,3.5,AUTOS DE LUJO
4PTS 3.6L 6CIL 280HP DSG,2014,DSG,6,280,3.6,AUTOS DE LUJO
4PTS 2.0L 4CIL 250HP AUT TURBO,2015,AUT,4,250,2.0,AUTOS DE LUJO
4PTS 3.7L 6CIL 300HP AUT,2016,AUT,6,300,3.7,AUTOS DE LUJO
S 2PTS 3.4L 6CIL 325HP MAN,2013,MAN,6,325,3.4,AUTOS DE LUJO
4PTS 2.0L 4CIL 250HP AUT TURBO,2014,AUT,4,250,2.0,AUTOS DE LUJO
3PTS 3.0L 6CIL 320HP AUT TURBO,2016,AUT,6,320,3.0,AUTOS DE LUJO
COUPE 2PTS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,6,326,3.0,AUTOS DE LUJO
4PTS 1.8L 4CIL 201HP AUT,2011,AUT,4,201,1.8,AUTOS DE LUJO
COUPÉ 2PTS 2.0L 4CIL 211HP S TRONIC TURBO,2011,S TRONIC,4,211,2.0,AUTOS DE LUJO
ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC TURBO,2011,S TRONIC,4,211,2.0,AUTOS DE LUJO
COUPE 3PTS 3.7L 6CIL 330HP AUT,2012,AUT,6,330,3.7,AUTOS DE LUJO
COUPÉ 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO,2012,S TRONIC,4,211,2.0,AUTOS DE LUJO
ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO,2012,S TRONIC,4,211,2.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2012,AUT,6,306,3.0,AUTOS DE LUJO
SEDAN SE WRX AWD 4PTS 2.5L 4CIL 265HP MAN TURBO,2012,MAN,4,265,2.5,AUTOS DE LUJO
COUPE 2PTS 3.7L 6CIL 330HP AUT,2013,AUT,6,330,3.7,AUTOS DE LUJO
3/5PTS 3.0L 6CIL 320HP AUT TURBO,2013,AUT,6,320,3.0,AUTOS DE LUJO
SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,6,306,3.0,AUTOS DE LUJO
2PTS 3.7L 6CIL 329HP AUT,2014,AUT,6,329,3.7,AUTOS DE LUJO
2PTS 3.7L 6CIL 329HP AUT,2015,AUT,6,329,3.7,AUTOS DE LUJO
5PTS 3.0L 6CIL 326HP AUT TURBO,2016,AUT,6,326,3.0,AUTOS DE LUJO
S 2PTS 3.4L 6CIL 325HP MAN,2016,MAN,6,325,3.4,AUTOS DE LUJO
COUPE 2PTS 3.7L 6CIL 329HP AUT,2016,AUT,6,329,3.7,AUTOS DE LUJO
COUPE S 2PTAS 2.5L 6CIL 350HP MAN,2016,MAN,6,350,2.5,AUTOS DE LUJO
COUPE S 2PTAS 2.5L 6CIL 350HP MAN,2017,MAN,6,350,2.5,AUTOS DE LUJO
C 4PTAS 3.6L 6CIL 295HP AUT,2016,AUT,6,295,3.6,AUTOS DE LUJO
4PTS 3.6L 6CIL 280HP TIP,2012,TIP,6,280,3.6,AUTOS DE LUJO
4PTS 2.0L 4CIL 240HP AUT,2014,AUT,4,240,2.0,AUTOS DE LUJO
4PTS 3.7L 6CIL 305HP AUT,2014,AUT,6,305,3.7,AUTOS DE LUJO
4PTS 2.0L 4CIL 240HP AUT TURBO,2015,AUT,4,240,2.0,AUTOS DE LUJO
4PTS 3.7L 6CIL 300HP AUT,2015,AUT,6,300,3.7,AUTOS DE LUJO
COUPE 4PTAS 3.5L 6CIL 333HP AUT BITURBO,2016,AUT,6,333,3.5,AUTOS DE LUJO
COUPE 4PTAS 3.5L 6CIL 333HP BITURBO AUT,2018,AUT,6,333,3.5,AUTOS DE LUJO
xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2013,AUT,4,245,2.0,AUTOS DE LUJO
CGI 4PTS 1.8L 4CIL 201HP AUT TURBO,2013,AUT,4,201,1.8,AUTOS DE LUJO
FWD 5PTS 2.5L 5CIL 254HP AUT TURBO,2013,AUT,5,254,2.5,AUTOS DE LUJO
FWD 5PTS 2.5L 5CIL 254HP AUT TURBO,2014,AUT,5,254,2.5,AUTOS DE LUJO
GRAN COUPE 4PTS 3.0L 6CIL 320HP AUT,2016,AUT,6,320,3.0,AUTOS DE LUJO
SH-AWD 4PT S3.7L 6CIL 305HP AUT,2012,AUT,6,305,3.7,AUTOS DE LUJO
SH-AWD 4PTS 3.7L 6CIL 305HP AUT,2013,AUT,6,305,3.7,AUTOS DE LUJO
CGI 4PTS 2.0L 4CIL 208HP AUT TURBO,2014,AUT,4,208,2.0,AUTOS DE LUJO
